X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Description,Min_Scale_Echelle,Max_Scale_Echelle,CONCISCODE
-131.601382554,52.3933334340001,805,Gowdas Islands,Gowdas Islands,,,5000000,250,
-132.051303204,52.7218957970001,806,San Christoval Range,San Christoval Range,,,5000000,250,
-130.386564413,54.3282255250001,807,Pillsbury Cove,Pillsbury Cove,,,5000000,250,
-131.649974049,52.6513302290001,808,Lyell Bay,Lyell Bay,,,5000000,250,
-131.558144434,52.6914707670001,809,Powrivco Bay,Powrivco Bay,,,5000000,250,
-131.017831167,51.9352835180001,810,Cape St. James,Cape St. James,,,5000000,250,
-131.722576628,52.79118421,811,Tangil Peninsula,Tangil Peninsula,,,5000000,250,
-131.670970688,52.7501843900001,812,Richardson Inlet,Richardson Inlet,,,5000000,250,
-131.289757697,52.4505902440001,813,Saw Reef,Saw Reef,,,5000000,250,
-131.508294451,52.613334433,814,Faraday Passage,Faraday Passage,,,5000000,250,
-133.03160463,54.187794431,815,Chanal Reef,Chanal Reef,,,5000000,250,
-131.44072318,52.344772645,816,Yatza Mountain,Yatza Mountain,,,5000000,250,
-131.993807201,52.7626120090001,817,Corlett Peninsula,Corlett Peninsula,,,5000000,250,
-131.586793032,52.4133518370001,818,Gowgaia Bay,Gowgaia Bay,,,5000000,250,
-131.609571301,52.753910218,819,Klue Point,Klue Point,,,5000000,250,
-132.049558053,53.2230183930001,820,Belle Point,Belle Point,,,5000000,250,
-128.430695414,54.6083888050001,821,Kitselas Canyon,Kitselas Canyon,,,5000000,250,
-131.118437012,52.2204697990001,822,South Cove,South Cove,,,5000000,250,
-128.072404276,55.099603588,823,Kitwanga,Kitwanga,,,5000000,250,
-131.638660615,52.591020659,824,Darwin Sound,Darwin Sound,,,5000000,250,
-133.024947574,54.1809895320001,825,Yaku,Yaku,,,5000000,250,
-133.084451775,54.1817052600001,826,Cape Knox,Cape Knox,,,5000000,250,
-131.768983051,52.760253936,827,Kwun Point,Kwun Point,,,5000000,250,
-130.516357721,54.319489307,828,Dawes Point,Dawes Point,,,5000000,250,
-131.746854778,52.802393749,829,Dana Inlet,Dana Inlet,,,5000000,250,
-130.978833029,52.2192068680001,830,Huff Rock,Huff Rock,,,5000000,250,
-132.074622606,53.251121283,831,Skidegate Inlet,Skidegate Inlet,,,5000000,250,
-131.804468611,52.3752778240001,832,Océan Pacifique,Pacific Ocean,,,5000000,250,
-131.5418766,52.3433431280001,833,Wells Cove,Wells Cove,,,5000000,250,
-131.602715354,52.533660872,834,Sivart Rock,Sivart Rock,,,5000000,250,
-130.359860922,54.2765206930001,835,Casey Point,Casey Point,,,5000000,250,
-131.264891679,52.2119835920001,836,Louscoone Inlet,Louscoone Inlet,,,5000000,250,
-131.990050973,53.200021678,837,Oliver Point,Oliver Point,,,5000000,250,
-131.605943484,52.9641018930001,838,Skedans Point,Skedans Point,,,5000000,250,
-131.079036837,52.236033709,839,Carpenter Bay,Carpenter Bay,,,5000000,250,
-131.35993427,52.2365788540001,840,Staki Point,Staki Point,,,5000000,250,
-132.060026098,53.239096379,841,Bearskin Bay,Bearskin Bay,,,5000000,250,
-131.262774589,52.207732424,842,Head Rock,Head Rock,,,5000000,250,
-131.848103975,52.7652934770001,843,Crescent Inlet,Crescent Inlet,,,5000000,250,
-130.4359861,54.3306410180001,844,Auriol Point,Auriol Point,,,5000000,250,
-130.508892223,54.3396645180001,845,Chapman Point,Chapman Point,,,5000000,250,
-131.220287404,52.176224511,846,Cadman Point,Cadman Point,,,5000000,250,
-130.937438017,52.0937444960001,847,Lyman Point,Lyman Point,,,5000000,250,
-131.128984647,52.1953442430001,848,Kendrick Point,Kendrick Point,,,5000000,250,
-131.450735595,52.529177616,849,Juan Perez Sound,Juan Perez Sound,,,5000000,250,
-131.568494437,52.95631423,850,Skedans Islands,Skedans Islands,,,5000000,250,
-131.015958014,52.1805211050001,851,Koya Point,Koya Point,,,5000000,250,
-132.051306983,52.7214690850001,852,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.006380639,51.9750979410001,853,Ballard Point,Ballard Point,,,5000000,250,
-131.14339054,52.2851019830001,854,Collison Bay,Collison Bay,,,5000000,250,
-132.198101363,54.0485802900001,855,Shingle Spit,Shingle Spit,,,5000000,250,
-131.431072793,52.468623452,856,Newberry Point,Newberry Point,,,5000000,250,
-131.977270813,53.203298282,857,Alliford Bay,Alliford Bay,,,5000000,250,
-131.041291676,52.046425952,858,Luxana Bay,Luxana Bay,,,5000000,250,
-131.061633238,52.154542989,859,Charles Islands,Charles Islands,,,5000000,250,
-131.573676602,52.496706089,860,Hutton Inlet,Hutton Inlet,,,5000000,250,
-131.72509098,52.744439453,861,Tanu Passage,Tanu Passage,,,5000000,250,
-132.982054597,54.1691206420001,862,Bruin Bay,Bruin Bay,,,5000000,250,
-132.977353344,54.1757253580001,863,Parry Passage,Parry Passage,,,5000000,250,
-131.288559407,52.379633982,864,Rebecca Point,Rebecca Point,,,5000000,250,
-131.292453346,52.3366807640001,865,Swan Islands,Swan Islands,,,5000000,250,
-131.363839856,52.2432289480001,866,Staki Bay,Staki Bay,,,5000000,250,
-131.475948342,52.3912896680001,867,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.12485626,52.1663463260001,868,Denny Rocks,Denny Rocks,,,5000000,250,
-133.039957133,54.2174649130001,869,Rhodes Point,Rhodes Point,,,5000000,250,
-131.886441697,52.6072882180001,870,Pocket Inlet,Pocket Inlet,,,5000000,250,
-132.007448775,53.2018572800001,871,Alliford Bay,Alliford Bay,,,5000000,250,
-131.588542173,52.706075894,872,Powrivco Point,Powrivco Point,,,5000000,250,
-130.387707172,54.2878957010001,873,Dodge Cove,Dodge Cove,,,5000000,250,
-132.014092449,53.2467942270001,874,Skidegate Landing,Skidegate Landing,,,5000000,250,
-132.074622606,53.251121283,875,Bearskin Bay,Bearskin Bay,,,5000000,250,
-132.050912592,52.7439070820001,876,Tasu Mountain,Tasu Mountain,,,5000000,250,
-130.35852139,54.3224950330001,877,Russell Point,Russell Point,,,5000000,250,
-131.34360804,52.1852266940001,878,Flamingo Inlet,Flamingo Inlet,,,5000000,250,
-132.004301727,52.746266033,879,Fairfax Inlet,Fairfax Inlet,,,5000000,250,
-132.99997056,54.1913474620001,880,Henslung Cove,Henslung Cove,,,5000000,250,
-128.411236964,54.6363697530001,881,Usk,Usk,,,5000000,250,
-132.034251339,52.762685237,882,Tasu,Tasu,,,5000000,250,
-131.082151056,52.165220764,883,Raspberry Cove,Raspberry Cove,,,5000000,250,
-131.601858444,52.7606137110001,884,Klue Passage,Klue Passage,,,5000000,250,
-130.990197601,52.038907694,885,Luxana Bay,Luxana Bay,,,5000000,250,
-131.815789341,52.7081646450001,886,McEchran Cove,McEchran Cove,,,5000000,250,
-133.032766999,54.209200647,887,Harvey Rock,Harvey Rock,,,5000000,250,
-131.416883818,52.669097949,888,Tar Islands,Tar Islands,,,5000000,250,
-131.127600794,52.242368249,889,Samuel Rock,Samuel Rock,,,5000000,250,
-131.052185936,52.149322886,890,Moore Head,Moore Head,,,5000000,250,
-130.473353221,54.3082451080001,891,Straith Point,Straith Point,,,5000000,250,
-131.353798154,52.367914119,892,Dolomite Narrows,Dolomite Narrows,,,5000000,250,
-131.431709985,52.39886275,893,Skaat Harbour,Skaat Harbour,,,5000000,250,
-131.232939654,52.1558328500001,894,Tuga Point,Tuga Point,,,5000000,250,
-130.373619088,54.319690301,895,de Stein Point,de Stein Point,,,5000000,250,
-131.028086393,52.0125482810001,896,Howe Bay,Howe Bay,,,5000000,250,
-132.004316306,52.7460640150001,897,Tasu Sound,Tasu Sound,,,5000000,250,
-131.506671666,52.4670695080001,898,Marshall Inlet,Marshall Inlet,,,5000000,250,
-131.313005858,52.148730519,899,Cape Freeman,Cape Freeman,,,5000000,250,
-130.382638859,54.2876622210001,900,Dodge Cove,Dodge Cove,,,5000000,250,
-130.411877967,54.3226592510001,901,Venn Passage,Venn Passage,,,5000000,250,
-131.140161513,52.150657288,902,Catherine Point,Catherine Point,,,5000000,250,
-131.216726023,52.129569072,903,Louscoone Inlet,Louscoone Inlet,,,5000000,250,
-131.002671218,52.103414845,904,Blackburn Peninsula,Blackburn Peninsula,,,5000000,250,
-131.318124019,52.325751118,905,Smithe Point,Smithe Point,,,5000000,250,
-131.160721096,52.3370349160001,906,New England Rocks,New England Rocks,,,5000000,250,
-131.799569689,52.7226449140001,907,Morgan Rock,Morgan Rock,,,5000000,250,
-131.213463436,52.0956208790001,908,Grays Cove,Grays Cove,,,5000000,250,
-131.66095285,52.5406054900001,909,De la Beche Inlet,De la Beche Inlet,,,5000000,250,
-131.364808523,52.5857383520001,910,Kloo Rock,Kloo Rock,,,5000000,250,
-131.021352132,52.1240002070001,911,Orion Point,Orion Point,,,5000000,250,
-131.691344762,52.6652272380001,912,Shuttle Passage,Shuttle Passage,,,5000000,250,
-130.977225936,52.0096635410001,913,Annis Point,Annis Point,,,5000000,250,
-133.012743888,54.2172467610001,914,Hazardous Cove,Hazardous Cove,,,5000000,250,
-130.378441724,54.3714261370001,915,Mission Mountain,Mission Mountain,,,5000000,250,
-131.201839098,52.6268523150001,916,Hecate Strait,Hecate Strait,,,5000000,250,
-131.109113404,52.0030173980001,917,Barber Point,Barber Point,,,5000000,250,
-131.53771351,52.526501764,918,Hutton Point,Hutton Point,,,5000000,250,
-130.495469933,54.3319524990001,919,Doolan Point,Doolan Point,,,5000000,250,
-131.820398527,52.719535857,920,Klunkwoi Bay,Klunkwoi Bay,,,5000000,250,
-131.008143086,51.941844217,921,Hecate Strait,Hecate Strait,,,5000000,250,
-130.329628114,54.3309260880001,922,Bacon Point,Bacon Point,,,5000000,250,
-132.024838027,52.6958295700001,923,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.307024588,52.3019183690001,924,Huston Point,Huston Point,,,5000000,250,
-133.048703527,54.196620608,925,Haida Gwaii,Haida Gwaii,,,5000000,250,
-131.710234136,52.7458246750001,926,Tanu Point,Tanu Point,,,5000000,250,
-131.565121434,52.553463439,927,Juan Perez Sound,Juan Perez Sound,,,5000000,250,
-131.094328142,52.022095102,928,Gilbert Bay,Gilbert Bay,,,5000000,250,
-131.499981596,52.5127762490001,929,Moresby Island,Moresby Island,,,5000000,250,
-128.375231985,54.598743809,930,Kleanza Creek Park,Kleanza Creek Park,,,5000000,250,
-131.548413625,52.5963274320001,931,Sedgwick Point,Sedgwick Point,,,5000000,250,
-131.362661295,52.420165889,932,Section Cove,Section Cove,,,5000000,250,
-130.987634605,52.1164108770001,933,Rainy Islands,Rainy Islands,,,5000000,250,
-131.180665196,52.110331086,934,Haida Gwaii,Haida Gwaii,,,5000000,250,
-130.348720587,54.3348773380001,935,Melville Arm,Melville Arm,,,5000000,250,
-131.764026202,52.6941495400001,936,Echo Harbour,Echo Harbour,,,5000000,250,
-130.498366142,54.291993894,937,Chatham Sound,Chatham Sound,,,5000000,250,
-131.48798503,52.4729726850001,938,Marshall Inlet,Marshall Inlet,,,5000000,250,
-130.352578402,54.300720858,939,Pillsbury Point,Pillsbury Point,,,5000000,250,
-133.047101907,54.168078038,940,Lepas Bay,Lepas Bay,,,5000000,250,
-130.419210225,54.31966787,941,Boundary Cove,Boundary Cove,,,5000000,250,
-131.721084637,52.5747765420001,942,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.722408039,52.7169401310001,943,Richardson Passage,Richardson Passage,,,5000000,250,
-131.365285457,52.347031744,944,Bag Harbour,Bag Harbour,,,5000000,250,
-133.022619102,54.17765224,945,Kiusta,Kiusta,,,5000000,250,
-130.466054612,54.2831249340001,946,Kerr Rocks,Kerr Rocks,,,5000000,250,
-132.114468169,52.741729037,947,Davidson Point,Davidson Point,,,5000000,250,
-130.994881509,51.9152064350001,948,Hecate Strait,Hecate Strait,,,5000000,250,
-131.801435555,52.7564903160001,949,Triumph Point,Triumph Point,,,5000000,250,
-131.104159219,52.160096615,950,Quadra Rocks,Quadra Rocks,,,5000000,250,
-131.890630226,52.585776271,951,Murray Cove,Murray Cove,,,5000000,250,
-131.086175286,52.2471235450001,952,Iron Point,Iron Point,,,5000000,250,
-131.180161429,52.1183480010001,953,Cape Fanny,Cape Fanny,,,5000000,250,
-131.412210887,52.4080227630001,954,Wanderer Point,Wanderer Point,,,5000000,250,
-132.996047105,54.188712781,955,Testlatlints Rock,Testlatlints Rock,,,5000000,250,
-130.45478276,54.3322294320001,956,Venn Passage,Venn Passage,,,5000000,250,
-131.767615651,52.706104714,957,Echo Point,Echo Point,,,5000000,250,
-131.729825765,52.7075634390001,958,Lyell Point,Lyell Point,,,5000000,250,
-130.853837667,54.2897917430001,959,Tree Nob Group,Tree Nob Group,,,5000000,250,
-131.224334734,52.297283974,960,Harriet Harbour,Harriet Harbour,,,5000000,250,
-131.271654035,52.3144594190001,961,Skincuttle Inlet,Skincuttle Inlet,,,5000000,250,
-131.124396207,52.293787378,962,Nest Islets,Nest Islets,,,5000000,250,
-131.129091806,52.1847364910001,963,Rose Inlet,Rose Inlet,,,5000000,250,
-133.008119576,54.1808443560001,964,Astrolabe Rock,Astrolabe Rock,,,5000000,250,
-131.673850035,52.5350261550001,965,Sac Bay,Sac Bay,,,5000000,250,
-132.090973879,52.7778459720001,966,Lomgon Islets,Lomgon Islets,,,5000000,250,
-131.091941147,52.1609208,967,Trevan Rock,Trevan Rock,,,5000000,250,
-132.983215236,54.185365834,968,Solide Passage,Solide Passage,,,5000000,250,
-131.494257542,52.518618544,969,Marco Rock,Marco Rock,,,5000000,250,
-131.045616341,52.163301491,970,Point Langford,Point Langford,,,5000000,250,
-130.465389899,54.3489091930001,971,Duncan Bay,Duncan Bay,,,5000000,250,
-131.241807517,52.3420019710001,972,Copper Islands,Copper Islands,,,5000000,250,
-132.256389809,54.0862894740001,973,Striae Islands,Striae Islands,,,5000000,250,
-131.610757014,52.4100581650001,974,Nangwai Islands,Nangwai Islands,,,5000000,250,
-130.478247529,54.3250775130001,975,Metlakatla Bay,Metlakatla Bay,,,5000000,250,
-132.086511832,52.7791837010001,976,Lomgon Bay,Lomgon Bay,,,5000000,250,
-131.597455811,52.735166662,977,Kul Rocks,Kul Rocks,,,5000000,250,
-130.977916388,51.923944116,978,Haida Gwaii,Haida Gwaii,,,5000000,250,
-131.58397879,52.7095976270001,979,Atli Inlet,Atli Inlet,,,5000000,250,
-131.785064752,52.730569018,980,Darwin Sound,Darwin Sound,,,5000000,250,
-131.553174398,52.4073951400001,981,Soulsby Cove,Soulsby Cove,,,5000000,250,
-131.551382898,52.5064731100001,982,Hutton Inlet,Hutton Inlet,,,5000000,250,
-131.260601962,52.350306405,983,Pelican Cove,Pelican Cove,,,5000000,250,
-131.836296146,52.707688917,984,Anna Inlet,Anna Inlet,,,5000000,250,
-131.627885955,52.6961565820001,985,Beljay Bay,Beljay Bay,,,5000000,250,
-131.340134447,52.3344750350001,986,Haida Gwaii,Haida Gwaii,,,5000000,250,
-131.212455766,52.139234769,987,Crooked Point,Crooked Point,,,5000000,250,
-131.174230894,52.3255203160001,988,Deluge Point,Deluge Point,,,5000000,250,
-131.243816168,52.247614109,989,Huston Inlet,Huston Inlet,,,5000000,250,
-131.238554203,52.446383101,990,Scudder Point,Scudder Point,,,5000000,250,
-131.085362909,52.1485857500001,991,Rose Harbour,Rose Harbour,,,5000000,250,
-131.255737408,52.312484295,992,Elswa Rock,Elswa Rock,,,5000000,250,
-130.467525268,54.339835484,993,Hecate Rock,Hecate Rock,,,5000000,250,
-131.439487386,52.6859370290001,994,Gogit Point,Gogit Point,,,5000000,250,
-131.097014802,52.1589858240001,995,Gaudin Passage,Gaudin Passage,,,5000000,250,
-132.18868466,54.0509665540001,996,Entry Point,Entry Point,,,5000000,250,
-131.170496606,52.262042975,997,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.804918133,52.718262258,998,Bent Tree Point,Bent Tree Point,,,5000000,250,
-131.641307612,52.9951086460001,999,Cumshewa Inlet,Cumshewa Inlet,,,5000000,250,
-131.817509264,52.5702771370001,1000,Barry Inlet,Barry Inlet,,,5000000,250,
-131.803608945,52.742711898,1001,Crescent Point,Crescent Point,,,5000000,250,
-128.420343433,54.6033505730001,1002,Kleanza Creek Park,Kleanza Creek Park,,,5000000,250,
-131.341701048,52.202478629,1003,Short Inlet,Short Inlet,,,5000000,250,
-131.645772589,52.497422285,1004,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.115721814,52.1515085030001,1005,Hornby Point,Hornby Point,,,5000000,250,
-131.647896422,52.573608236,1006,Stevenson Cove,Stevenson Cove,,,5000000,250,
-130.363069396,54.3358673720001,1007,Salt Lake,Salt Lake,,,5000000,250,
-132.020253418,52.719215074,1008,Mount Oliver,Mount Oliver,,,5000000,250,
-131.342767285,52.3234831560001,1009,Tangle Cove,Tangle Cove,,,5000000,250,
-131.667909143,52.824875928,1010,Dwight Rock,Dwight Rock,,,5000000,250,
-131.052022018,52.260375013,1011,Rankine Islands,Rankine Islands,,,5000000,250,
-130.389723857,54.307291261,1012,Grindstone Point,Grindstone Point,,,5000000,250,
-131.687892493,52.7329172280001,1013,Skudas Point,Skudas Point,,,5000000,250,
-130.414755328,54.3387331370001,1014,Scott Inlet,Scott Inlet,,,5000000,250,
-132.232669997,54.0389814920001,1015,Sturgess Bay,Sturgess Bay,,,5000000,250,
-132.070127377,53.2522652480001,1016,Beattie Point,Beattie Point,,,5000000,250,
-131.627936921,52.7042103360001,1017,Beljay Point,Beljay Point,,,5000000,250,
-130.950921639,52.1079090320001,1018,Gull Point,Gull Point,,,5000000,250,
-132.183317075,54.0647669620001,1019,Troup Bank,Troup Bank,,,5000000,250,
-130.433809224,54.3223223420001,1020,Keen Hills,Keen Hills,,,5000000,250,
-131.333610622,52.322236891,1021,Burnaby Strait,Burnaby Strait,,,5000000,250,
-131.259586107,52.34800499,1022,Pelican Point,Pelican Point,,,5000000,250,
-130.384125103,54.299273747,1023,Tobey Point,Tobey Point,,,5000000,250,
-131.691854771,52.5825797350001,1024,Kostan Inlet,Kostan Inlet,,,5000000,250,
-131.613719601,52.393087027,1025,Gowdas Rocks,Gowdas Rocks,,,5000000,250,
-132.073327119,53.2517644960001,1026,Village of Queen Charlotte,Village of Queen Charlotte,,,5000000,250,
-131.869839893,52.6313740360001,1027,San Christoval Range,San Christoval Range,,,5000000,250,
-131.595209686,52.5288441930001,1028,Haswell Bay,Haswell Bay,,,5000000,250,
-131.472747999,52.4558333700001,1029,Matheson Inlet,Matheson Inlet,,,5000000,250,
-133.014431276,54.1910257420001,1030,Iphigenia Point,Iphigenia Point,,,5000000,250,
-131.261080668,52.3561885080001,1031,Bluejay Cove,Bluejay Cove,,,5000000,250,
-131.411180605,52.702429479,1032,Tuft Islets,Tuft Islets,,,5000000,250,
-131.666925665,52.583230234,1033,Kostan Point,Kostan Point,,,5000000,250,
-130.361956168,54.326090424,1034,Russell Arm,Russell Arm,,,5000000,250,
-131.727550998,52.6241311380001,1035,Bigsby Inlet,Bigsby Inlet,,,5000000,250,
-131.017642852,52.113769544,1036,Gaowina Point,Gaowina Point,,,5000000,250,
-130.223296745,54.1894556240001,1037,Tatenham Point,Tatenham Point,,,5000000,250,
-131.633377285,52.403376424,1038,Haida Gwaii,Haida Gwaii,,,5000000,250,
-131.693597321,52.619462254,1039,Jeremiah Point,Jeremiah Point,,,5000000,250,
-131.518471727,52.6112679190001,1040,Kogangas Rock,Kogangas Rock,,,5000000,250,
-131.993730343,52.713445177,1041,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.466833253,52.4740820230001,1042,Gottlob Point,Gottlob Point,,,5000000,250,
-131.262321444,52.273299583,1043,Huston Inlet,Huston Inlet,,,5000000,250,
-131.709539005,52.655681153,1044,Hoya Passage,Hoya Passage,,,5000000,250,
-131.7467709,52.7643571340001,1045,Stalkungi Cove,Stalkungi Cove,,,5000000,250,
-131.008352148,52.1011271850001,1046,Larsen Point,Larsen Point,,,5000000,250,
-131.739519177,52.807378106,1047,McGee Point,McGee Point,,,5000000,250,
-131.307903606,52.359952891,1048,Poole Inlet,Poole Inlet,,,5000000,250,
-131.326080324,52.19457048,1049,Anvil Cove,Anvil Cove,,,5000000,250,
-131.679755905,52.702903646,1050,Takelley Cove,Takelley Cove,,,5000000,250,
-131.333386783,52.3759571910001,1051,The Twins,The Twins,,,5000000,250,
-132.024801089,52.6966397960001,1052,San Christoval Range,San Christoval Range,,,5000000,250,
-130.950303218,52.104492457,1053,Prevost Point,Prevost Point,,,5000000,250,
-132.014778856,53.243522624,1054,Haida Point,Haida Point,,,5000000,250,
-131.218401752,52.1580297830001,1055,Etches Point,Etches Point,,,5000000,250,
-131.132535256,52.1000877810001,1056,Arnold Point,Arnold Point,,,5000000,250,
-131.632502907,52.9464701480001,1057,Skedans Bay,Skedans Bay,,,5000000,250,
-132.021067028,52.757008011,1058,Fairfax Inlet,Fairfax Inlet,,,5000000,250,
-131.14017233,52.233139486,1059,Hancock Point,Hancock Point,,,5000000,250,
-131.466730361,52.5005309900001,1060,Werner Point,Werner Point,,,5000000,250,
-130.442167901,54.3358865600001,1061,Mission Point,Mission Point,,,5000000,250,
-132.184440226,54.0373604550001,1062,Mission Hill,Mission Hill,,,5000000,250,
-128.469522509,54.62596268,1063,Kitselas Mountain,Kitselas Mountain,,,5000000,250,
-131.362701209,52.1825410430001,1064,Nagas Point,Nagas Point,,,5000000,250,
-131.223158425,52.3053129830001,1065,Funter Point,Funter Point,,,5000000,250,
-131.368942798,52.2574705900001,1066,Flamingo Inlet,Flamingo Inlet,,,5000000,250,
-128.474862323,54.6328806980001,1067,Nass Ranges,Nass Ranges,,,5000000,250,
-131.910697291,52.651243417,1068,Sunday Inlet,Sunday Inlet,,,5000000,250,
-131.756961149,52.768836444,1069,Stalkungi Point,Stalkungi Point,,,5000000,250,
-131.137014689,52.2841468560001,1070,Gona Point,Gona Point,,,5000000,250,
-131.847562943,52.638101223,1071,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.388753116,52.4083395160001,1072,Limestone Rock,Limestone Rock,,,5000000,250,
-131.987735156,52.733757553,1073,Fairfax Inlet,Fairfax Inlet,,,5000000,250,
-131.017270692,52.061958696,1074,Treat Bay,Treat Bay,,,5000000,250,
-130.379969279,54.280700978,1075,Casey Cove,Casey Cove,,,5000000,250,
-133.018184559,54.2156621400001,1076,Hart Point,Hart Point,,,5000000,250,
-131.625040327,52.750162608,1077,Richardson Inlet,Richardson Inlet,,,5000000,250,
-132.987951167,54.1875327400001,1078,Village Point,Village Point,,,5000000,250,
-131.487984692,52.7394792710001,1079,Dodge Point,Dodge Point,,,5000000,250,
-128.405942674,54.5920628270001,1080,Kleanza Creek Park,Kleanza Creek Park,,,5000000,250,
-131.363005245,52.3748092930001,1081,Dolomite Point,Dolomite Point,,,5000000,250,
-131.410622019,52.0771143270001,1082,Océan Pacifique,Pacific Ocean,,,5000000,250,
-131.994992778,53.2064265000001,1083,Alliford Bay,Alliford Bay,,,5000000,250,
-131.286390074,52.2921385940001,1084,Green Rock,Green Rock,,,5000000,250,
-131.611343226,52.732790214,1085,Stansung Islets,Stansung Islets,,,5000000,250,
-130.966622104,52.2075078240001,1086,Garcin Rocks,Garcin Rocks,,,5000000,250,
-131.566648233,52.4089923660001,1087,Commander Point,Commander Point,,,5000000,250,
-131.091178599,52.2868188900001,1088,Goodwin Point,Goodwin Point,,,5000000,250,
-131.504009658,52.4177491460001,1089,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-132.976295108,54.184987151,1090,Alert Rock,Alert Rock,,,5000000,250,
-130.446481694,54.339949178,1091,Prospect Hill,Prospect Hill,,,5000000,250,
-131.929246708,52.5489504600001,1092,Océan Pacifique,Pacific Ocean,,,5000000,250,
-131.778120738,52.531115646,1093,Mike Inlet,Mike Inlet,,,5000000,250,
-131.3638724,52.29181478,1094,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.245130254,52.3725665330001,1095,Poole Point,Poole Point,,,5000000,250,
-131.656872299,52.5485808720001,1096,Skittagetan Lagoon,Skittagetan Lagoon,,,5000000,250,
-131.041825435,52.121854098,1097,Heater Harbour,Heater Harbour,,,5000000,250,
-130.857678366,54.2888472220001,1098,Osborne Islands,Osborne Islands,,,5000000,250,
-131.068948566,52.1625054420001,1099,Forsyth Point,Forsyth Point,,,5000000,250,
-130.372876871,54.2863695930001,1100,Parizeau Point,Parizeau Point,,,5000000,250,
-131.323132704,52.284089061,1101,Slim Inlet,Slim Inlet,,,5000000,250,
-130.95358755,52.1072230350001,1102,Gull Islet,Gull Islet,,,5000000,250,
-130.379405216,54.325079245,1103,Philips Cove,Philips Cove,,,5000000,250,
-131.619035239,52.5675615230001,1104,Darwin Point,Darwin Point,,,5000000,250,
-133.019733244,54.1797445660001,1105,Marchand Reef,Marchand Reef,,,5000000,250,
-131.272257993,52.3446274510001,1106,Kingfisher Cove,Kingfisher Cove,,,5000000,250,
-130.879562562,54.2928960780001,1107,Triple Islands,Triple Islands,,,5000000,250,
-132.06965041,53.2440796930001,1108,Gooden Island,Gooden Island,,,5000000,250,
-131.486479498,52.6161419700001,1109,Faraday Passage,Faraday Passage,,,5000000,250,
-131.117154831,52.1093321210001,1110,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.345702932,52.1937664710001,1111,Anvil Rock,Anvil Rock,,,5000000,250,
-131.579033273,52.5026197560001,1112,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.455611777,52.469822853,1113,Abraham Point,Abraham Point,,,5000000,250,
-131.677564446,52.594830474,1114,Bigsby Point,Bigsby Point,,,5000000,250,
-131.992006649,53.216724479,1115,Kwuna Point,Kwuna Point,,,5000000,250,
-130.443877238,54.3367291110001,1116,Metlakatla,Metlakatla,,,5000000,250,
-132.991627851,54.187745954,1117,Beal Cove,Beal Cove,,,5000000,250,
-131.149391502,52.0969311150001,1118,Gordon Islands,Gordon Islands,,,5000000,250,
-130.463165423,54.337114829,1119,Observation Point,Observation Point,,,5000000,250,
-131.095334414,52.423172058,1120,Hecate Strait,Hecate Strait,,,5000000,250,
-131.521256125,52.4065752880001,1121,Yakulanas Bay,Yakulanas Bay,,,5000000,250,
-131.595768299,52.4068229210001,1122,Nangwai Rock,Nangwai Rock,,,5000000,250,
-131.574579033,52.7234503550001,1123,Tsinga Point,Tsinga Point,,,5000000,250,
-131.607801689,52.7673250920001,1124,Tanu Rock,Tanu Rock,,,5000000,250,
-131.440819042,52.7049220540001,1125,Fuller Point,Fuller Point,,,5000000,250,
-131.987737215,52.733560728,1126,Tasu Sound,Tasu Sound,,,5000000,250,
-132.979983197,54.187616163,1127,Holland Point,Holland Point,,,5000000,250,
-131.674010964,52.6625284730001,1128,Topping Islands,Topping Islands,,,5000000,250,
-131.407990563,52.2469366550001,1129,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-131.137774111,52.3150527380001,1130,Ikeda Point,Ikeda Point,,,5000000,250,
-131.094483388,51.958420108,1131,Haida Gwaii,Haida Gwaii,,,5000000,250,
-131.346462011,52.2181028690001,1132,Sperm Bay,Sperm Bay,,,5000000,250,
-130.338291507,54.329601595,1133,Douglas Point,Douglas Point,,,5000000,250,
-131.123610531,52.0656482300001,1134,Bowles Point,Bowles Point,,,5000000,250,
-131.251890475,52.1703509640001,1135,Queen Charlotte Mountains,Queen Charlotte Mountains,,,5000000,250,
-130.401507765,54.326517493,1136,Pillsbury Cove,Pillsbury Cove,,,5000000,250,
-131.045961103,52.156068179,1137,Houston Stewart Channel,Houston Stewart Channel,,,5000000,250,
